guid,title,comments,Published status,body
629,629,2,1,"inspiration shining in his countenance and bearing in his arms the secret of the race, graven in the language of prediction.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What qualifying considerations allayed his perturbations?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The difficulties of interpretation since the significance of any event followed its occurrence as variably as the acoustic report followed the electrical discharge and of counterestimating against an actual loss by failure to interpret the total sum of possible losses proceeding originally from a successful interpretation.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;His mood ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;He had not risked, he did not expect, he had not been disappointed, he was satisfied.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What satisfied him ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;To have sustained no positive loss. To have brought a positive gain to others. Light to the gentiles.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;How did Bloom prepare a collation for a gentile ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;He poured into two teacups two level spoonfuls, four in all, of Epps’s soluble cocoa and proceeded according to the directions for use printed on the label, to each adding after sufficient time for infusion the prescribed ingredients for diffusion in the manner and in the quantity prescribed.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What supererogatory marks of special hospitality did the host show his guest ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Relinquishing his symposiarchal right to the moustache cup of imitation Crown Derby presented to him by his only daughter, Millicent (Milly), he substituted a cup identical with that of his guest and served extraordinarily to his guest and, in reduced measure, to himself, the viscous cream ordinarily reserved for the breakfast of his wife Marion (Molly).<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Was the guest conscious of and did he acknowledge these marks of hospitality ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;His attention was directed to them by his host jocosely and he accepted them seriously as they drank in jocoserious silence Epps’s massproduct, the creature cocoa,"
630,630,2,1,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Were there marks of hospitality which he contemplated but suppressed, reserving them for another and for himself on future occasions to complete the act begun ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The reparation of a fissure of the length of 1 1/2 inches in the right side of his guest's jacket. A gift to his guest of one of the four lady’s handkerchiefs, if and when ascertained to be in a presentable condition.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Who drank more quickly ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Bloom, having the advantage of ten seconds at the initiation and taking, from the concave surface of a spoon along the handle of which a steady flow of heat was conducted, three sips to his opponent’s one, six to two, nine to three.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What cerebration accompanied his frequentative act ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Concluding by inspection but erroneously that his silent companion was engaged in mental composition he reflected on the pleasures derived from literature of instruction rather than of amusement as he himself had applied to the works of William Shakespeare more than once for the solution of difficult problems in imaginary or real life.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Had he found their solution ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;In spite of careful and repeated reading of certain classical passages, aided by a glossary, he had derived imperfect conviction from the text, the answers not bearing in all points.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What lines concluded his first piece of original verse written by him, potential poet, at the age of 11 in 1877 on the occasion of the offering of three prizes of 10/-, 5/- and 2/6 respectively by the Shamrock, a weekly newspaper ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;An ambition to squint At my verses in print<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Makes me hope that for these you'll find room<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;If you so condescend<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Then please place at the end<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The name of yours truly, L. Bloom.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Did he find four separating forces between his temporary guest and him ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Name, age, race, creed."
631,631,2,1,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What anagrams had he made on his name in youth ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Leopold Bloom Ellpodbomool Molldopeloob Bollopedoom Old Ollebo, M. P.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What acrostic upon the abbreviation of his first name had he (kinetic poet) sent to Miss Marion Tweedy on the 14 February 1888 ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Poets oft have sung in rhyme Of music sweet their praise divine,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Let them hymn it nine times nine.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Dearer far than song or wine.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You are mine. The world is mine.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What had prevented him from completing a topical song (music by R. G. Johnston) on the events of the past, or fixtures for the actual, years, entitled If Brian Boru could but come back and see old Dublin now, commissioned by Michael Gunn, lessee of the Gaiety Theatre, 46, 47, 48, 49 South King street, and to be introduced into the sixth scene, the valley of diamonds, or the second edition (30 January 1893) of the grand annual Christmas pantomime Sinbad the Sailor (written by Greenleaf Whittier, scenery by George A. Jackson and Cecil Hicks, costumes by Mrs and Miss Whelan produced by R. Shelton 26 December 1892 under the personal supervision of Mrs Michael Gunn, ballets by Jessie Noir, harlequinade by Thomas Otto) and sung by Nelly Bouverist, principal girl ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Firstly, oscillation between events of imperial and of local interest, the anticipatep diamond jubilee of Queen Victoria (born 1820, acceded 1837) and the posticipated opening of the new municipal fish market : secondly, apprehension of opposition from extreme circles on the questions of the respective visits of Their Royal Highnesses, the duke and duchess of York (real), and of His Majesty King Brian Boru (imaginary) : thirdly, a conflict between professional etiquette and professional emulation concerning the recent erections of the Grand Lyric Hall on Burgh Quay and the Theatre Royal in Hawkins Street : fourthly, distraction resultant from compassion for Nelly Bouverist's non-intellectual, non-political, non-topical expression of countenance and concupiscence caused by Nelly"
632,632,2,1,"Bouverist’s revelations of white articles of non-intellectual, non-political, non-topical underclothing while she (Nelly Bouverist) was in the articles : fifthly, the difficulties of the selection of appropriate music and humorous allusions from Everybody's Book of Jokes (1000 pages and a laugh in every one) : sixthly, the rhymes homophonous and cacophonous, associated with the names of the new lord mayor, Daniel Tallon, the new high sheriff, Thomas Pile and the new sollicitorgeneral, Dunbar Plunket Barton.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What relation existed between their ages ?<br>16 years before in 1888 when Bloom was of Stephen’s present age Stephen was 6. 16 years after in 1920 when Stephen would be of Bloom’s present age Bloom would be 54. In 1936 when Bloom would be 70 and Stephen 54 their ages initially in the ratio of 16 to 0 would be as 17 1/2 to 13 1/2, the proportion increasing and the disparity diminishing according arbitrary as future years were added for if the proportion existing in 1883 had continued immutable, conceiving that to be possible, till then 1904 when Stephen was 22 Bloom would be 374 and in 1920 when Stephen would be 38, as Bloom then was, Bloom would be 646 while in 1952 when Stephen would have attained the maximum postdiluvian age of 70 Bloom, being 1190 years alive having been born in the year 714, would have surpassed by 221 years the maximum antediluvian age, that of Methusalah, 969 years, while, if Stephen would continue to live until he would attain that age in the year 3072 A. D., Bloom would have been obliged to have been alive 83,300 years, having been obliged to have been born in the year 81,396 B. C.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What events might nullify these calculations ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The cessation of existence of both or either, the inauguration of a new era or calendar, the annihilation of the world and consequent extermination of the human species, inevitable but impredictable.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;How many previous encounters proved their preexisting acquaintance ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Two. The first in the lilacgarden of Matthew Dillon’s house. Medina Villa, Kimmage road, Roundtown, in 1887, in the company of Stephen’s mother, Stephen being then of the age of 5 and reluctant to give his hand in salutation. The second in the cofferoom of Breslin’s hotel on a rainy Sunday in the January of 1892, in the company of Stephen’s father and Stephen’s granduncle, Stephen being then 5 years older."
633,633,2,1,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Did Bloom accept the invitation to dinner given then by the son and afterwards seconded by the father?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Very gratefully, with grateful appreciation, with sincere appreciative gratitude, in appreciatively grateful sincerity of regret, he declined.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Did their conversation on the subject of these reminiscences reveal a third connecting link between them ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Mrs Riordan, a widow of independent means, had resided in the house of Stephen's parents from 1 September 1888 to 29 December 1891 and had also resided during the years 1892, 1893 and 1894 in the City Arms Hotel owned by Elizabeth O’Dowd of 54 Prussia street where during parts of the years 1893 and 1894 she had been a constant informant of Bloom who resided also in the same hotel, being at that time a clerk in the employment of Joseph Cuffe of 5 Smithfield for the superintendence of sales in the adjacent Dublin Cattle market on the North Circular road.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Had he performed any special corporal work of mercy for her ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;He had sometimes propelled her on warm summer evenings, an infirm widow of independent, if limited means, in her convalescent bathchair with slow revolutions of its wheels as far as the corner of the North Circular road opposite Mr Gavin Low’s place of business where she had remained for a certain time scanning through his onelensed binocular fieldglasses unrecognisable citizens on tramcars, roadster bicycles, equipped with inflated pneumatic tyres, hackney carriages, tandems, private and hired landaus, dogcarts, ponytraps and brakes passing from the city to the Phoenix Park and vice versa.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Why could he then support that his vigil with the greater equanimity ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Because in middle youth he had often sat observing through a rondel of bossed glass of a multicoloured pane the spectacle offered with continual changes of the thoroughfare without, pedestrians, quadrupeds, velocipedes, vehicles, passing slowly, quickly, evenly, round and round and round the rim of a round precipitous globe.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What distinct different memories had each of her now eight years deceased ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The older, her bezique cards and counters, her Skye terrier, her suppositious wealth, her lapses of responsiveness and incipient catarrhal deafness : the younger, her lamp of colza oil before the statue of the Immaculate Conception,"
634,634,2,1,"her green and maroon brushes for Charles Stewart Parnell and for Michael Davitt, her tissue papers.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Were there no means still remaining to him to achieve the rejuvenation which these reminiscences divulged to a younger companion rendered the more desirable ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The indoor exercices, formerly intermittently practised, subsequently abandoned, prescribed in Eugen Sandow’s Physical Strength and How To Obtain It which, designed particularly for commercial men engaged in sedentary occupations, were to be made with mental concentration in front of a mirror so as to bring into play the various families of muscles and produce successively a pleasant relaxation and the most pleasant repristination of juvenile agility.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Had any special agility been his in earlier youth ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Though ringweight lifting had been beyond his strength and the full circle gyration beyond his courage yet as a High School scholar he had excelled in his stable and protracted execution of the half lever movement on the parallel bars in consequence of his abnormally developed abdominal muscles.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Did either openly allude to their racial difference ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Neither.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What, reduced to their simplest reciprocal form, were Bloom's thoughts about Stephen’s thoughts about Bloom about Stephen’s thoughts about Bloom’s thoughts about Stephen ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;He thought that he thought that he was a jew whereas he knew that he knew that he knew that he was not.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What, the enclosures of reticence removed, were their respective parentages ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Bloom, only born male transubstantial heir of Rudolf Virag (subsequently Rudolf Bloom) of Szombathely, Vienna, Budapest, Milan, London and Dublin and of Ellen Higgins, second daughter of Julius Higgins (born Karoly) and Fanny Higgins (born Hegarty). Stephen, eldest surviving male consubstantial heir of Simon Dedalus of Cork and Dublin and of Mary, daughter of Richard and Christina Goulding (born Grier)."
635,635,2,1,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Had Bloom and Stephen been baptised, and where and by whom, cleric or layman ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Bloom (three times) by the reverend Mr Gilmer Johnston M. A. alone in the protestant church of Saint Nicolas Without, Coombe, by James O’Connor, Philip Gilligan and James Fitzpatrick, together, under a pump in the village of Swords, and by the reverend Charles Malone C. C., in the church of the Three Patrons, Rathgar. Stephen (once) by the reverend Charles Malone, C. C. alone, in the church of the Three Patrons, Rathgar.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Did they find their educational careers similar ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Substituting Stephen for Bloom Stoom would have passed successively through a dame’s school and the high school. Substituting Bloom for Stephen Blephen would have passed successively through the preparatory, junior, middle and senior grades of the intermediate and through the matriculation, first arts second arts and arts degree courses of the royal university.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Why did Bloom refrain from stating that he had frequented the university of life ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Because of his fluctuating incertitude as to whether this observation had or had not been already made by him to Stephen or by Stephen to him.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What two temperaments did they individually represent ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The scientific. The artistic.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What proofs did Bloom adduce to prove that his tendency was towards applied, rather than towards pure, science ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Certain possible inventions of which he had cogitated when reclining in a state of supine repletion to aid digestion, stimulated by his appreciation of the importance of inventions now common but once revolutionary, for example, the aeronautic parachute, the reflecting telescope, the spiral corkscrew, the safety pin, the mineral water siphon, the canal lock with winch and sluice, the suction pump.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Were these inventions principally intended for an improved scheme of kindergarten ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Yes, rendering obsolete popguns, elastic airbladders, games of hazard, catapults. They comprised astronomical kaleidoscopes exhibiting the twelve"
636,636,2,1,"constellations of the zodiac from Aries to Pisces, miniature mechanical orreries, arithmetical gelatine lozenges, geometrical to correspond with zoological biscuits, globemap playing balls, historically costumed dolls.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What also stimulated him in his cogitations ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The financial success achieved by Ephraim Marks and Charles A. James, the former by his 1d. bazaar at 42 George’s Street, South, the latter at his 6 1 /2 d. shop and world’s fancy fair and waxwork exhibition at 30 Henry Street, admission 2d., children 1d.; and the infinite possibilities hitherto unexploited of the modern art of advertisement if condensed in triliteral monoideal symbols, vertically of maximum visibility (divined), horizontally of maximum legibility (deciphered) and of magnetising efficacy to arrest involuntary attention, to interest, to convince, to decide.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Such as?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;K. 11. Kino’s 11/- Trousers.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;House of Keys. Alexander J. Keyes.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Such as not ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Look at this long candle. Calculate when it burns out and you receive gratis 1 pair of our special non-compo boots, guaranteed 1 candle power. Address : Barclay and Cook, 18 Talbot Street.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Bacilikil (Insect Powder).<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Veribest (Boot Blacking).<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Uwantit (Combined pocket twoblade penknife with corkscrew, nailfile and pipecleaner).<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Such as never ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What is home without Plumtree’s Potted Meat?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Incomplete.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;With it an abode of bliss.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Manufactured by George Plumtree, 23 Merchant’s quay, Dublin, put up in 4 oz., pots, and inserted by Councillor Joseph P. Nannetti, M. P., Rotunda Ward, 19 Hardwicke Street, under the obituary notices and anniversaries of deceases. The name on the label is Plumtree. A plumtree in a meatpot, registered trade mark. Beware of imitations. Peatmot. Trumplee. Montpat. Plamtroo."
637,637,2,1,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Which example did he adduce to induce Stephen to deduce that originality, though producing its own reward, does not invariably conduce to<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;success ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;His own ideated and rejected project of an illuminated showcart, drawn by a beast of burden, in which two smartly dressed girls were to be seated engaged in writing.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What suggested scene was then constructed by Stephen ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Solitary hotel in mountain pass. Autumn. Twilight. Fire lit. In dark corner young man seated. Young woman enters. Restless. Solitary. She sits. She goes to window. She stands. She sits. Twilight. She thinks. On solitary hotel paper she writes. She thinks. She writes. She sighs. Wheels and hoofs. She hurries out. He comes from his dark corner. He seizes solitary paper. He holds it towards fire. Twilight. He reads. Solitary.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;In sloping, upright and backhands : Queen’s hotel. Queen's hotel Queen’s Ho...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What suggested scene was then reconstructed by Bloom ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The Queen’s Hotel, Ennis, County Clare where Rudolph Bloom (Rudolf Virag) died on the evening of the 27 June 1886, at some hour unstated, in consequence of an overdose of monkshood (aconite) selfadministered in the form of a neuralgic liniment, composed of 2 parts of aconite liniment to 1 of chloroform liniment (purchased by him at 10. 20 a. m. on the morning of 27 June 1886 at the medical hall of Francis Dennehy, 17 Church street, Ennis) after having, though not in consequence of having, purchased at 3. 15 p. m. on the afternoon of 27 June 1886 a new boater straw hat, extra smart (after having, though not in consequence of having, purchased at the hour and in the place aforesaid), the toxin aforesaid, at the general drapery store of James Cullen, 4 Main street, Ennis.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Did he attribute this homonymity to information or coincidence or intuition ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Coincidence.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Did he depict the scene verbally for his guest to see ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;He preferred himself to see another’s face and listen to another’s words by which potential narration was realised and kinetic temperament relieved."
638,638,2,1,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Did he see only a second coincidence in the second scene narrated to him, described by the narrator as A Pisgah Sight of Palestine or The Parable of the Plums ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;It with the preceding scene and with others unnarrated but existent by implication, to which add essays on various subjects or moral apothegms (e. g. My Favourite Hero or Procrastination is the Thief of Time) composed during schoolyears, seemed to him to contain in itself and in conjunction with the personal equation certain possibilities of financial, social, personal and sexual success, whether specially collected and selected as model pedagogie themes (of cent per cent merit) for the use of preparatory and junior grade students or contributed in printed form, following the precedent of Philip Beaufoy or Doctor Dick or Heblon’s Studies in Blue, to a publication of certified circulation and solvency or employed verbally as intellectual stimulation for sympathetic auditors, tacitly appreciative of successful narrative and confidently augurative of successful achievement, during the increasingly longer nights gradually following the summer solstice on the day but three following, videlicet, Tuesday, 21 June (S. Aloysius Gonzaga), sunrise, 3.33 a. m., sunset 8.29 p. m.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Which domestic problem as much as, if not more than, any other frequently engaged his mind ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What to do with our wives.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What had been his hypothetical singular solutions ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Parlour games (dominos, halma, tiddledywinks, spilikins, cup and ball, nap, spoil five, bezique, twentyfive, beggar my neighbour, draughts, chess or backgammon) : embroidery, darning or knitting for the policeaided clothing society : musical duets, mandoline and guitar, piano and flute, guitar and piano : legal scrivenery or envelope addressing : biweekly visits to variety entertainments : commercial activity as pleasantly commanding and pleasingly obeyed mistress proprietress in a cool dairy shop or warm cigar divan : the clandestine satisfaction of erotic irritation in masculine brothels, state inspected and medically controlled : social visits, at regular infrequent prevented intervals and with regular frequent preventive superintendence, to and from female acquaintances of recognised respectability in the vicinity : courses of evening instruction specially designed to render liberal instruction agreeable.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What instances of deficient mental development in his wife inclined him in favour of the lastmentioned (ninth) solution ?"
639,639,2,1,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;In disoccupied moments she had more than once covered a sheet of paper with signs and hieroglyphics which she stated were Greek and Irish and Hebrew characters. She had interrogated constantly at varying intervals as to the correct method of writing the capital initial of the name of a city in Canada, Quebec. She understood little of political complications, internal, or balance of power, external. In calculating the addenda of bills she frequently had recourse to digital aid. After completion of laconic epistolary compositions she abandoned the implement of calligraphy in the encaustic pigment exposed to the corrosive action of copperas, green vitriol and nutgall. Unusual polysyllables of foreign origin she interpreted phonetically or by false analogy or by both : metempsychosis (met him pike hoses), alias (a mendacious person mentioned in sacred Scripture).<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What compensated in the false balance of her intelligence for these and such deficiencies of judgment regarding persons, places and things ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The false apparent parallelism of all perpendicular arms of all balances, proved true by construction. The counterbalance of her proficiency of judgment regarding one person, proved true by experiment.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;How had he attemped to remedy this state of comparative ignorance ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Variously. By leaving in a conspicuous place a certain book open at a certain page : by assuming in her, when alluding explanatorily, latent knowledge : by open ridicule in her presence of some absent other’s ignorant lapse.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;With what success had he attempted direct instruction ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;She followed not all, a part of the whole, gave attention with interest, comprehended with surprise, with care repeated, with greater difficulty remembered, forgot with ease, with misgiving reremembered, rerepeated with error.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What system had proved more effective ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Indirect suggestion implicating self-interest.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Example ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;She disliked umbrella with rain, he liked woman with umbrella, she disliked new hat with rain, he liked woman with new hat, he bought new hat with rain, she carried umbrella with new hat."
640,640,2,1,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Accepting the analogy implied in his guest’s parable which examples of postexilic eminence did he adduce ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Three seekers of the pure truth, Moses of Egypt, Moses Maimonides, author of Adore Nebukim (Guide of the Perplexed) and Moses Mendelssohn of such eminence that from Moses (of Egypt) to Moses (Mendelssohn) there arose none like Moses (Maimonides).<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What statement was made, under correction, by Bloom concerning a fourth seeker of pure truth, by name Aristotle, mentioned, with permission, by Stephen ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;That the seeker mentioned had been a pupil of a rabbinical philosopher, name uncertain.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Were other anapocryphal illustrious sons of the law and children of a selected or rejected race mentioned ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Felix Bartholdy Mendelssohn (composer), Baruch Spinoza (philosopher), Mendoza (pugilist), Ferdinand Lassalle (reformer, duellist).<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What fragment of verse from the ancient Hebrew and ancient Irish languages were cited with modulations of voice and translation of texts by guest<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;to host and by host to guest?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;By Stephen : suil, suil, suil arun, suil go siocair agus suil go cuin (walk,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;walk, walk your way, walk in safety, walk with care).<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;By Bloom : Kifeloch, harimon rakatejch m'baad l'zamatejch (thy temple amid<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;thy hair is as a slice of pomegranate).<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;How was a glyphic comparison of the phonic symbols of both languages<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;made in substantiation of the oral comparison ?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;On the penultimate blank page of a book entituled of inferior literary style, Sweets of Sin (produced by Bloom and so manipulated that its front cover came in contact with the surface of the table) with a pencil (supplied Stephen) Stephen wrote the Irish characters for gee, eh, dee, em, simple and modified, and Bloom in turn wrote the Hebrew characters ghimel, aleph, daleth and (in the absence of mem) a substituted goph, explaining their arithmetical values as ordinal and cardinal numbers, videlicet 3, 1, 4 and 100."
