guid,title,comments,Published status,body,
451,451,2,1,"BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Forlornly.) I never loved a dear gazelle but it was sure to...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Gazelles are leaping, feeding on the mountains. Near are lakes. Round their shores file shadows black of cedar groves. Aroma rises, a strong hair growth of resin. It burns, the orient, a sky of sapphire, cleft by the bronze flight of eagles. Under it lies the womancity, nude, white, still, cool, in luxury. A fountain murmurs among damask roses. Mammoth roses murmur of scarlet winegrapes. A wine of shame, lust, blood exudes, strangely murmuring.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;zoe<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Murmuring singsong with the music, her odalisk lips lusciously smeared with salve of swinefat and rosewater.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Schorach ani wenowach, benoith Hierushaloim.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;bloom<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Fascinated.) I thought you were of good stock by your accent.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;zoe<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;And you know what thought did?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(She bites his ear gently with little goldstopped teeth sending on him a cloying breath of stale garlic. The roses draw apart, disclose a sepulchre of the gold of kings and their mouldering bones.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;bloom<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Draws back, mechanically caressing her right bub with a flat awkward hand.) Are you a Dublin girl?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ZOE<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Catches a stray hair deftly and twists it to her coil.) No bloody fear. I'm English. Have you a swaggerroot?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;bloom<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(As before.) Rarely smoke, dear. Cigar now and then. Childish device. (Lewdly.) The mouth can be better engaged than with a cylinder of rank weed.",
452,452,2,1,"ZOE<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Go on. Make a stump speech out of it.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(In workman's corduroy overalls, black gansy with red floating tie and apache cap.) Mankind is incorrigible. Sir Walter Raleigh brought from the new world that potato and that weed, the one a killer of pestilence by absorption, the other a poisoner of the ear, eye, heart, memory, will, understanding, all. That is to say, he brought the poison a hundred years before another person whose name I forget brought the food. Suicide. Lies. All our habits. Why, look at our public life!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Midnight chimes from distant steeples.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE CHIMES<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Turn again, Leopold! Lord mayor of Dublin!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(In alderman's gown and chain.) Electors of Arran Quay, Inns Quay, Rotunda, Mountjoy and North Dock better run a tramline, I say, from the cattlemarket to the river. That’s the music of the future. That’s my programme. Cui bono? But our bucaneering Vanderdeckens in their phantom ship of finance...","<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;AN ELECTOR<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Three times three for our future chief magistrate!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(The aurora borealis of the torchlight procession leaps.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE TORCHBEARERS<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Hooray!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Several wellknown burgesses, city magnates and freemen of the city shake hands with Bloom and congratulate him. Timothy Harrington, late thrice Lord Mayor of Dublin, imposing in mayoral scarlet, gold chain and white silk tie, confers with councillor Lorcan Sherlock, locum tenens. They nod vigorously in agreement.)"
453,453,2,1,"LATE LORD MAYOR HARRINGTON<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(In scarlet robe with mace, gold mayoral chain and large white silk scarf.) That alderman, sir Leo Bloom’s speech be printed at the expense of the ratepayers. That the house in which he was born be ornamented with a commemorative tablet and that the thoroughfare hitherto known as Cow Parlour off Cork street be henceforth designated Boulevard Bloom.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;COUNCILLOR LORCAN SHERLOCK<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Carried unanimously.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Impassionedly.) These flying Dutchmen or lying Dutchmen as they recline in their upholstered poop, casting dice, what reck they? Machines is their cry, their chimera, their panacea. Laboursaving apparatuses, supplanters, bugbears, manufactured monsters for mutual murder, hideous hobgoblins produced by a horde of capitalistic lusts upon our prostituted labour. The poor man starves while they are grassing their royal mountain stags or shooting peasants and phartridges in their purblind pomp of pelf and power. But their reign is rover for rever and ever and ev...<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Prolonged applause. Venetian masts, maypoles and festal arches spring up. A streamer bearing the legends Cead Mile Failte and Mah Ttob Melek Israel spans the street. All the windows are thronged with sightseers, chiefly ladies. Along the route the regiments of the royal Dublin fusiliers, the King’s own Scottish borderers, the Cameron Highlanders and the Welsh Fusiliers, standing to attention keep back the crowd. Boys from High school are perched on the lampposts, telegraph poles, windowsills, cornices, gutters, chimneypots, railings, rainspouts, whistling and cheering. The pillar of the cloud appears. A fife and drum band is heard in the distance playing the Kol Nidre. The beaters approach with imperial eagles hoisted, trailing banners and waving oriental palms. The chryselephantine papal standard rises high, surrounded by pennons of the civic flãg. The van of the procession appears headed by John Howard Parnell, city marshal, in a chessboard tabard, the Athlone Poursuivant and Ulster King of Arms. They are followed by the Right Honourable Joseph Hutchinson, lord mayor of Dublin, the lord mayor of Cork, their worships the mayors of Limerick, Galway,",
454,454,2,1,"Sligo and Waterford, twentyeight Irish representative peers, sirdars, grandees and maharajahs bearing the cloth of estate, the Dublin Metropolitan Fire Brigade, the chapter of the saints of finance in their plutocratic order of precedence, the bishop of Down and Connor, His Eminence Michael cardinal Logue archbishop of Armagh, primate of all Ireland, His Grace, the most reverend Dr William Alexander, archbishop of Armagh, primate of all Ireland, the chief rabbi, the presbyterian moderator, the heads of the baptist, anabaptist, methodist and Moravian chapels and the honorary secretary of the society of friends. After them march the guilds and trades and trainbands with flying colours : coopers, bird fanciers, millwrights, newspaper canvassers, law scriveners, masseurs, vintners, trussmakers, chimney sweeps, lard refiners, tabinet and poplin weavers, farriers, Italian warehousemen, church decorators, bootjack manufacturers, understakers, silk mercers, lapidaries, salesmasters, corkcutters, assessors of fire losses, dyers and cleaners, export bottlers, fellmongers, ticketwriters, heraldic seal engravers, horse repository hands, bullion brokers, cricket and archery outfitters, riddlemakers, egg and potato factors, hosiers and glovers, plumbing contractors. After them march gentlemen of the bedchamber, Black Rod, Deputy Garter, Gold Stick, the master of horse, the lord great chamberlain, the earl marshal, the high constable carrying the sword of state, saint Stephen's iron crown, the chalice and bible. Four buglers on foot blow a sennet. Beefeaters reply, winding clarions of welcome. Under an arch of triumph Bloom appears bareheaded, in a crimson velvet mantletrimmed with ermine, bearing Saint Edward’s staff, the orb and sceptre with the dove, the curtana. He is seated on a milkwhite horse with long flowing crimson tail, richly<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;acparisoned, with golden headstall. Wild excitement. The ladies from their balconies throw down rosepetals. The air is perfumed with essences. The men cheer. Bloom’s boys run amid the bystanders with branches of hawthorn and wrenbushes.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;bloom’s boys<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The wren, the wren,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The king of all birds,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Saint Stephen’s his day<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Was caught in the furze.",
455,455,2,1,"A BLACKSMITH<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Murmurs.) For the honour of God! And is that Bloom? He scarcely looks thirtyone.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;a pavior and flagger That’s the famous Bloom now, the world’s greatest reformer. Hats off! (All uncover their heads. Women whisper eagerly.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;A MILLIONAIRESS<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Richly.) Isn’t he simply wonderful?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;A NOBLEWOMAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Nobly.) All that man has seen!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;A FEMINIST<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Masculinely.) And done!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;A BELLHANGER<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;A classic face! He has the forehead of a thinker.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Blooms weather. A sunburst appears in the northwest.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE BISHOP OF DOWN AND CONNOR<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;I here present your undoubted emperor president and king chairman, the most serene and potent and very puissant ruler of this realm. God save Leopold the First!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ALL<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;God save Leopold the First!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(In dalmatic and purple mantle, to the bishop of Down and Connor, with dignity.) Thanks, somewhat eminent sir.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;WILLIAM, ARCHBISHOP OF ARMAGH<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(In purple stock and shovel hat.) Will you to your power cause law and mercy to be executed in all your judgments in Ireland and territories thereunto belonging?",
456,456,2,1,"BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Placing his right hand on his testicles, swears.) So may the Creator deal with me. All this I promise to do.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;MICHAEL, ARCHBISHOP OF ARMAGH<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Pours a cruse of hairoil over Bloom's head.) Gaudium magnum annuntio vobis. Habemus carneficem. Leopold, Patrick, Andrew, David, George, be thou anointed!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Bloom assumes a mantle of cloth of gold and puts on a ruby ring. He ascends and stands on the stone of destiny. The representative peers put on at the same time their twentyeight crowns. Joybells ring in Christ church, Saint Patrick’s, George’s and gay Malahide. Mirus bazaar fireworks go up from all sides with symbolical phallopyrotechnic designs. The peers do homage, one by one, approaching and genuflecting.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE PEERS<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;I do become your liege man of life and limb to earthly worship.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Bloom holds up his right hand on which sparkles the Koh-i-Noor diamond. His palfrey neighs. Immediate silence. Wireless intercontinental and interplanetary transmitters are set for reception of message.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;bloom<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;My subjects! We hereby nominate our faithful charger Copula Felix hereditary Grand Vizier and announce that we have this day repudiated our former spouse and have bestowed our royal hand upon the princess Selene, the splendour of night.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(The former morganatic spouse of Bloom is hastily removed in the Black Maria. The princess Selene, in moonblue robes, a silver crescent on her head, descends from a Sedan chair, borne by two giants. An outburst of cheering.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;JOHN HOWARD PARNELL<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Raises the royal standard.) Illustrious Bloom! Successor to my famous brother!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Embraces John Howard Parnell.) We thank you from our heart, John,",
457,457,2,1,"for this right royal welcome to green Erin, the promised land of our common ancestors.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(The freedom of the city is presented to him embodied in a charter. The keys of Dublin, crossed on a crimson cushion, are given to him. He shows all that he is wearing green socks.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;TOM KERNAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You deserve it, your honour.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;On this day twenty years ago we overcame the hereditary enemy at Ladysmith. Our howitzers and camel swivel guns played on his lines with telling effect. Half a league onward! They charge! All is lost now! Do we yield? No! We drive them headlong! Lo! We charge! Deploying to the left our light horse swept across the heights of Plevna and, uttering thier warcry, Bonafide Sabaoth, sabred the Saracen gunners to a man.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE CHAPEL OF FREEMAN TYPESETTERS<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Hear! Hear!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;JOHN WYSE NOLAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;There’s the man that got away James Stephens.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;A BLUECOAT SCHOOLBOY<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Bravo!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;AN OLD RESIDENT<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You’re a credit to your country, sir, that’s what you are.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;AN APPLEWOMAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;He’s a man like Ireland wants.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;My beloved subjects, a new era is about to dawn. I, Bloom, tell you verily it is even now at hand. Yea, on the word of a Bloom, ye shall ere long enter into the golden city which is to be, the new Bloomusalem in the Nova Hibernia of the future.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Thirty two workmen wearing rosettes, from all the counties of Ireland,",
458,458,2,1,"under the guidance of Derwan the builder, construct the new Bloomusalem. It is a colossal edifice, with crystal roof, built in the shape of a huge pork kidney, containing forty thousand rooms. In the course of its extension several buildings and monuments are demolished. Government offices are temporarily transferred to railway sheds. Numerous houses are razed to the ground. The inhabitants are lodged in barrels and boxes, all marked in red with the letters : L. B. Several paupers fall from a ladder. A part of the walls of Dublin crowded with loyal sightseers, collapses.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE SIGHTSEERS<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Dying.) Morituri te salutant. (They die.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(A man in a brown macintosh springs up through a trapdoor. He points an elongated figure at Bloom.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE MAN IN THE MACINTOSH<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Don’t you believe a word he says. That man is Leopold M’Intosh, the notorious fireraiser. His real name is Higgins.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Shoot him! Dog of a christian! So much for M’Intosh!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(A cannonshot. The man in the macintosh disppears. Bloom with his sceptre strikes down poppies. The instantaneous deaths of many powerful enemies, graziers, members of parliament, members of standing committees, are reported. Bloom's bodyguard distribute Maundy money, commemoration medals, loaves and fishes, temperance badges, expensive Henry Clay cigars, free cowbones for soup, rubber preservatives, in sealed envelopes tied with gold thread, butter scotch, pineapple rock, billets doux in the form of cocked hats, readymade suits, porringers of toad in the hole, bottles of Jeyes’ Fluid, purchase stamps, 40 days’ indulgences, spurious coins, dairyfed pork sausages, theatre passes, season tickets available for all tram lines, coupons of the royal and prvileged Hungarian lottery, penny dinner counters, cheap reprints of the World’s Twelve Worst Books : Froggy and Fritz (politic), Care of the Baby (infantilic), 50 Meals for 7/6 (culinic), Was Jesus a Sun Myth? (historic), Expel that Pain (medic), Infant’s Compendium of the",
459,459,2,1,"Universe (cosmic), Let’s All Chortle (hilaric), Canvasser's Vade Mecum (journalic), Loveletters of Mother Assistant (erotic), Who's Who in Space (astric), Songs that Reached ’Our Heart (melodic), Pennywise's Way to Wealth (parsimonic). A general rush and scramble. Women press forward to touch the hem of Bloom's robe. The lady Gwendolen Dubedat bursts through the throng, leaps on his horse and kisses him on both cheeks amid great acclamation. A magnesium flashlight photograph is taken. Babes and sucklings are held up.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE WOMEN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Little father! Little father<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;THE BABES and SUCKLINGS<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Clap clap hands till Poldy comes home,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Cakes in his pocket for Leo alone.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Bloom, bending down, pokes Baby Boardman gently in the stomach.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BABY BOARDMAN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Hiccups, curdled milk flowing from his mouth.) Hajajaja.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Shaking hands with a blind stripling.) My more than Brother! (Placing his arms round the shoulders of an old couple.) Dear old friends! (He playes pussy fourcorners with ragged boys and girls.) Peep! Bopeep! (He wheels twins in a perambulator.) Ticktacktwo wouldyousetashoe? (He performs jugglers tricks, draws red, orange, yellow, green, blue, indigo and violet silk haudherchiefs from his mouth.) Roygbiv. 32 feet per second. (He consoles a widow.) Absence makes the heart grow younger. (He dances the Highland fling with grotesque antics.) Leg it, ye devils! (He kisses the bedsores of a palsied veteran.) Honourable wounds! (He trips up a fat policeman.) U. p : upv U. p : up. (He whispers in the ear of a blushing waitress and laughs kindly.) Ah, naughty, naughty! (He eats a raw turnip offered him by Maurice Butterly, farmer.) Fine! Splendid! (He refuses to accept three shillings offered him by Joseph Hynes, journalist.) My dear fellow, not at all! (He gives his coat to a beggar.) Please accept. (He takes part in a stomach race with elderly male and female cripples.) Come on, boys! Wriggle it, girls!",
460,460,2,1,"THE CITIZEN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Choked with emotion, brushes aside a tear in his emerald muffler.) May the good God bless him!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(The rams horns sound for silence. The standard of Zion is hoisted.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Uncloaks impressively, revealing obesity, unrolls a paper and reads solemnly.) Aleph Beth Ghimel Daleth Hagadah Tephilim Kosher Yom Kippur Hanukah Roschaschana Beni Brith Bar Mitzvah Mazzoth Askenazim Meshuggah Talith.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(An official translation is read by Jimmy Henry, assistant town clerk.)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;JIMMY HENRY<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The Court of Conscience is now open. His Most Catholic Majesty will now administer open air justice. Free medical and legal advice, solution of doubles and other problems. All cordially invited. Given at this our loyal city of Dublin in the year 1 of the Paradisiacal Era.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;PADDY LEONARD<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;What am I to do about my rates and taxes?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Pay them, my friend.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;PADDY LEONARD<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Thank you.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;NOSEY FLYNN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Can I raise a mortgage on my fire insurance?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(Obdurately.) Sirs, take notice that by the law of torts you are bound over in your own recognisances for six months in the sum of five pounds.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;J. J. O’molloy<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;A Daniel did I say? Nay! A Peter O’Brien!<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;NOSEY FLYNN<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Where do I draw the five pounds?",
461,461,2,1,"PISSER BURKE<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;For bladder trouble?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Acid. nit. hydrochlor dil, 20 minims Tinct. mix. vom, 5 minims Extr. taraxel. lig. 30 minims.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","Aq. dis. ter in die.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;CHRIS CALLINAN What is the parallax of the subsolar ecliptic of Aldebaran?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Pleased to hear from you, Chris. K. II.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;JOE HYNES<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Why aren’t you in uniform?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;When my progenitor of sainted memory wore the uniform of the Austrian despot in a dank prison where was yours?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BEN DOLLARD<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Pansies?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Embellish (beautify) suburban gardens.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BEN DOLLARD<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;When twins arrive?<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;BLOOM<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Father (pater, dad) starts thinking.<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;LARRY O’ ROURKE<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;An eight day licence for my new premises. You remember me, sir Leo, when you were in number seven. I’m sending around a dozen of stout for the missus."
